window_end_episode,classic_mean,classic_std,ace_mean,ace_std,only_ne_mean,only_ne_std,only_ach_mean,only_ach_std
16250,66.0,43.40967634065014,100.0,0.0,100.0,0.0,100.0,0.0
16300,66.8,43.226843511873504,100.0,0.0,100.0,0.0,100.0,0.0
16350,66.5,43.09930393869488,100.0,0.0,100.0,0.0,100.0,0.0
16400,67.7,42.896503354003116,100.0,0.0,100.0,0.0,100.0,0.0
16450,67.4,42.45044169381515,99.9,0.4358898943540674,99.8,0.5999999999999998,100.0,0.0
16500,70.0,41.08527716834828,100.0,0.0,100.0,0.0,100.0,0.0
16550,70.9,40.558476302740964,100.0,0.0,100.0,0.0,100.0,0.0
16600,71.3,39.901253113154226,100.0,0.0,100.0,0.0,100.0,0.0
16650,73.1,39.387688431792995,100.0,0.0,100.0,0.0,100.0,0.0
16700,72.6,39.12595046768833,100.0,0.0,100.0,0.0,100.0,0.0
16750,73.6,38.29673615335907,100.0,0.0,100.0,0.0,100.0,0.0
16800,74.5,37.72466036957788,100.0,0.0,100.0,0.0,100.0,0.0
16850,76.1,37.69071503699551,100.0,0.0,100.0,0.0,100.0,0.0
16900,76.4,37.199999999999996,100.0,0.0,100.0,0.0,100.0,0.0
16950,78.5,36.065911883661,100.0,0.0,100.0,0.0,100.0,0.0
17000,77.5,36.920861311729986,100.0,0.0,100.0,0.0,100.0,0.0
17050,78.4,36.15853979352596,100.0,0.0,100.0,0.0,100.0,0.0
17100,79.1,35.38629678279433,100.0,0.0,100.0,0.0,100.0,0.0
17150,80.1,34.9312181293467,100.0,0.0,100.0,0.0,100.0,0.0
17200,79.8,36.27616297239829,100.0,0.0,100.0,0.0,99.9,0.43588989435406733
17250,82.0,33.710532478737264,100.0,0.0,100.0,0.0,100.0,0.0
17300,82.3,33.173935551875665,100.0,0.0,100.0,0.0,100.0,0.0
17350,82.8,32.50476888088885,100.0,0.0,100.0,0.0,100.0,0.0
17400,83.7,31.4596567050564,100.0,0.0,100.0,0.0,99.9,0.43588989435406733
17450,84.8,31.33943203059048,100.0,0.0,100.0,0.0,100.0,0.0
17500,83.9,31.575148455708007,100.0,0.0,100.0,0.0,100.0,0.0
17550,86.1,28.979130421736265,100.0,0.0,100.0,0.0,100.0,0.0
17600,86.1,29.71514765233382,100.0,0.0,100.0,0.0,100.0,0.0
17650,86.2,29.62363920925314,100.0,0.0,100.0,0.0,100.0,0.0
17700,86.8,28.216307341677435,100.0,0.0,100.0,0.0,100.0,0.0
17750,87.2,28.052807346146306,100.0,0.0,100.0,0.0,100.0,0.0
17800,87.7,28.25791924399246,100.0,0.0,100.0,0.0,100.0,0.0
17850,89.0,27.302014577682723,100.0,0.0,100.0,0.0,100.0,0.0
17900,89.5,25.082862675540046,100.0,0.0,100.0,0.0,100.0,0.0
17950,89.7,23.93553843137856,100.0,0.0,100.0,0.0,99.9,0.43588989435406733
18000,89.8,25.517836898922294,100.0,0.0,100.0,0.0,100.0,0.0
18050,91.6,22.05085032374035,100.0,0.0,100.0,0.0,100.0,0.0
18100,91.0,25.569513096654774,100.0,0.0,100.0,0.0,100.0,0.0
18150,91.9,23.40491401394161,100.0,0.0,100.0,0.0,100.0,0.0
18200,92.3,23.024117789830743,100.0,0.0,100.0,0.0,100.0,0.0
18250,92.5,21.041625412500814,100.0,0.0,100.0,0.0,100.0,0.0
18300,92.4,22.06898275861396,100.0,0.0,100.0,0.0,99.9,0.43588989435406733
18350,93.3,21.97521330954491,100.0,0.0,100.0,0.0,100.0,0.0
18400,93.8,20.70652071208488,100.0,0.0,100.0,0.0,100.0,0.0
18450,93.4,21.110187114282045,100.0,0.0,100.0,0.0,100.0,0.0
18500,94.0,20.8806130178211,100.0,0.0,100.0,0.0,100.0,0.0
18550,94.8,20.409801566894277,100.0,0.0,100.0,0.0,100.0,0.0
18600,94.4,20.41176131547692,100.0,0.0,100.0,0.0,100.0,0.0
18650,95.2,17.904189453868053,100.0,0.0,100.0,0.0,100.0,0.0
18700,95.0,18.270194306574847,100.0,0.0,100.0,0.0,100.0,0.0
18750,95.2,18.258148865643527,100.0,0.0,100.0,0.0,100.0,0.0
18800,95.5,17.411203289836116,100.0,0.0,100.0,0.0,100.0,0.0
18850,94.9,18.616927780920246,100.0,0.0,100.0,0.0,100.0,0.0
18900,95.5,17.411203289836116,100.0,0.0,100.0,0.0,100.0,0.0
18950,95.6,17.024687956024326,100.0,0.0,100.0,0.0,100.0,0.0
19000,95.9,17.41809404039375,100.0,0.0,100.0,0.0,100.0,0.0
19050,96.2,15.65758602083986,100.0,0.0,100.0,0.0,100.0,0.0
19100,96.2,14.749915253993827,100.0,0.0,100.0,0.0,100.0,0.0
19150,96.0,16.52876280911551,100.0,0.0,100.0,0.0,100.0,0.0
19200,97.7,8.678133439859057,100.0,0.0,100.0,0.0,100.0,0.0
19250,97.0,12.17374223482656,100.0,0.0,100.0,0.0,100.0,0.0
19300,97.5,9.99749968742185,100.0,0.0,100.0,0.0,100.0,0.0
19350,97.8,9.14111590562115,100.0,0.0,100.0,0.0,100.0,0.0
19400,98.3,6.9649120597463385,100.0,0.0,100.0,0.0,100.0,0.0
19450,99.2,3.0594117081556695,100.0,0.0,100.0,0.0,100.0,0.0
19500,98.7,4.786439177509728,100.0,0.0,100.0,0.0,100.0,0.0
19550,99.3,3.0512292604784723,100.0,0.0,100.0,0.0,100.0,0.0
19600,98.0,5.215361924162119,100.0,0.0,100.0,0.0,100.0,0.0
19650,99.3,3.0512292604784723,100.0,0.0,100.0,0.0,100.0,0.0
19700,98.7,4.786439177509728,100.0,0.0,100.0,0.0,100.0,0.0
19750,99.0,3.924283374069717,100.0,0.0,100.0,0.0,100.0,0.0
19800,99.3,1.9261360284258224,100.0,0.0,100.0,0.0,100.0,0.0
19850,99.2,3.0594117081556695,100.0,0.0,100.0,0.0,100.0,0.0
19900,99.9,0.4358898943540674,100.0,0.0,100.0,0.0,100.0,0.0
19950,99.4,1.42828568570857,100.0,0.0,100.0,0.0,100.0,0.0
20000,99.2,1.8330302779823362,100.0,0.0,100.0,0.0,100.0,0.0
